Gene	ModelName	Beta	FDR
XAGE5	MP46	0.12498	0.84527
XAGE5	OMM1	0.33902	0.25628
XAGE5	OMM23	0.18284	0.70649
XAGE5	OMM25	0.31719	0.37546
XBP1	921	0.16031	0.89091
XBP1	Mel202	0.04125	0.90992
XBP1	Mel270	0.16631	0.5636
XBP1	Mel285	0.15555	0.77223
XBP1	MP38	0.30332	0.020704
XBP1	MP41	0.1111	0.67739
XBP1	MP46	0.031493	0.96069
XBP1	OMM1	0.23676	0.20394
XBP1	OMM23	0.094512	0.79225
XBP1	OMM25	0.20782	0.37839
XCL1	921	-0.41263	0.72718
XCL1	Mel202	-0.49201	0.59678
XCL1	Mel270	-0.12185	0.88207
XCL1	Mel285	-0.34806	0.59546
XCL1	MP38	-0.094388	0.90663
XCL1	MP41	-0.1718	0.79706
XCL1	MP46	-0.0019899	0.99029
XCL1	OMM1	-0.11392	0.90541
XCL1	OMM23	0.02198	0.9889
XCL1	OMM25	-0.38919	0.64441
XCL2	921	-0.26553	0.73512
XCL2	Mel202	-0.10219	0.91652
XCL2	Mel270	-0.0058571	0.99052
XCL2	Mel285	0.018614	0.99426
XCL2	MP38	0.094508	0.8156
XCL2	MP41	-0.024643	0.9817
XCL2	MP46	0.041619	0.95078
XCL2	OMM1	0.059979	0.91336
XCL2	OMM23	0.11599	0.76773
XCL2	OMM25	-0.0028325	0.98751
XCR1	921	0.39306	0.47815
XCR1	Mel202	0.11534	0.74466
XCR1	Mel270	0.14962	0.62003
XCR1	Mel285	0.23382	0.53553
XCR1	MP38	0.11241	0.70458
XCR1	MP41	0.13066	0.60018
XCR1	MP46	0.098919000000000007	0.7917
XCR1	OMM1	0.13462	0.64958
XCR1	OMM23	0.22186	0.22614
XCR1	OMM25	0.16355	0.55556
XDH	921	0.10326	0.95025
XDH	Mel202	0.061112	0.87771
XDH	Mel270	-0.26059	0.62981
XDH	Mel285	-0.088457	0.84276
XDH	MP38	-0.011607	0.99406
XDH	MP41	0.096037	0.72983
XDH	MP46	-0.020675	0.96427
XDH	OMM1	-0.028075	0.99035
XDH	OMM23	0.05884	0.89318
XDH	OMM25	-0.13602	0.85219
XG	921	0.35397	0.572
XG	Mel202	0.19856	0.47019
XG	Mel270	0.18721	0.49302
XG	Mel285	0.17135	0.73171
XG	MP38	0.13608	0.59674
XG	MP41	0.14329	0.55065
XG	MP46	0.16292	0.48935
XG	OMM1	0.23685	0.20365
XG	OMM23	0.18598	0.38012
XG	OMM25	0.27906	0.14465
XIAP	921	0.42075	0.42483
XIAP	Mel202	0.34987	0.05379
XIAP	Mel270	0.18512	0.49627
XIAP	Mel285	0.18029	0.70948
XIAP	MP38	0.10206	0.74992
XIAP	MP41	0.24614	0.14167
XIAP	MP46	0.024662	0.96984
XIAP	OMM1	0.22567	0.24013
XIAP	OMM23	0.067951	0.87002
XIAP	OMM25	0.31155	0.072574
XIRP1	921	0.4608	0.33841
XIRP1	Mel202	0.13562	0.69064
XIRP1	Mel270	0.16785	0.55847
XIRP1	Mel285	-0.036917	0.92551
XIRP1	MP38	-0.01876	0.98839
XIRP1	MP41	0.067332	0.8368
XIRP1	MP46	-0.026617	0.95922
XIRP1	OMM1	0.042025	0.9272
XIRP1	OMM23	0.071631	0.86143
XIRP1	OMM25	0.077123	0.84942
XIRP2	921	0.046959	0.99306
XIRP2	Mel202	0.23785	0.33396
XIRP2	Mel270	0.20074	0.43825
XIRP2	Mel285	0.085445	0.91987
XIRP2	MP38	0.083272	0.8156
XIRP2	MP41	0.11979	0.64267
XIRP2	MP46	0.012965	0.98572
XIRP2	OMM1	0.080588	0.84175
XIRP2	OMM23	0.047951	0.92247
XIRP2	OMM25	0.10068	0.79144
XK	921	0.47405	0.31167
XK	Mel202	0.31665	0.10743
XK	Mel270	0.16356	0.57566
XK	Mel285	0.10247	0.89313
XK	MP38	0.043042	0.9221
XK	MP41	0.1073	0.69117
XK	MP46	0.027659	0.96569
XK	OMM1	0.21842	0.26991
XK	OMM23	0.17396	0.43441
XK	OMM25	0.2451	0.23577
XKR3	921	-0.32695	0.60736
XKR3	Mel202	0.062697	0.87298
XKR3	Mel270	-0.12797	0.85017
XKR3	Mel285	0.17448	0.7226
XKR3	MP38	0.081622	0.81956
XKR3	MP41	-0.075177	0.9055
XKR3	MP46	0.046393	0.93673
XKR3	OMM1	0.21684	0.27711
XKR3	OMM23	-0.080729	0.92887
XKR3	OMM25	-0.087691	0.9244
XKR4	921	-0.071575	0.91545
XKR4	Mel202	-0.39985	0.47019
XKR4	Mel270	-0.078283	0.91616
XKR4	Mel285	-0.18778	0.63947
XKR4	MP38	-0.15971	0.73247
XKR4	MP41	-0.013405	0.99883
XKR4	MP46	-0.16558	0.58629
XKR4	OMM1	0.017599	0.96569
XKR4	OMM23	0.040913	0.93403
XKR4	OMM25	0.085825	0.83041
XKR6	921	-0.15809	0.83185
XKR6	Mel202	-0.35815	0.5286
XKR6	Mel270	0.092309	0.80905
XKR6	Mel285	0.057896	0.96004
XKR6	MP38	0.070112	0.84916
XKR6	MP41	0.064311	0.84447
XKR6	MP46	0.030969	0.96226
XKR6	OMM1	0.11196	0.74031
XKR6	OMM23	0.070779	0.86391
XKR6	OMM25	0.11833	0.72992
XKR7	921	0.22423	0.80313
XKR7	Mel202	0.020776	0.94744
XKR7	Mel270	-0.052008	0.95642
XKR7	Mel285	-0.2822	0.42235
XKR7	MP38	-0.0067379	0.99972
XKR7	MP41	0.038007	0.91239
XKR7	MP46	-0.042426	0.9331
XKR7	OMM1	0.10443	0.76596
XKR7	OMM23	0.17722	0.42198
XKR7	OMM25	0.019308	0.95914
XKR8	921	0.022007	0.99233
XKR8	Mel202	-0.17223	0.81736
XKR8	Mel270	-0.092124	0.89703
XKR8	Mel285	-0.074726	0.8698
XKR8	MP38	-0.15932	0.73412
XKR8	MP41	-0.15789	0.72702
XKR8	MP46	-0.043935	0.93138
XKR8	OMM1	-0.17841	0.80315
XKR8	OMM23	-0.20033	0.74726
XKR8	OMM25	-0.26024	0.65311
XKR9	921	-0.60995	0.24826
XKR9	Mel202	-0.3984	0.47113
XKR9	Mel270	-0.26035	0.63066
XKR9	Mel285	-0.051845	0.90815
XKR9	MP38	-0.2	0.63848
XKR9	MP41	-0.067369	0.91992
XKR9	MP46	-0.038753	0.93915
XKR9	OMM1	-0.070224	0.94932
XKR9	OMM23	0.031883	0.95617
XKR9	OMM25	-0.031154	0.98519
XKRX	921	0.30084	0.67106
XKRX	Mel202	0.22177	0.3883
XKRX	Mel270	0.14734	0.63129
XKRX	Mel285	0.17448	0.7226
XKRX	MP38	0.10998	0.71468
XKRX	MP41	0.19544	0.33131
XKRX	MP46	0.087897	0.83455
XKRX	OMM1	0.16488	0.5168
XKRX	OMM23	0.10933	0.73828
XKRX	OMM25	0.25383	0.21161
XPA	921	0.035413	0.99978
XPA	Mel202	0.1689	0.57943
XPA	Mel270	0.10187	0.78126
XPA	Mel285	0.15053	0.78488
XPA	MP38	0.055738	0.89309
XPA	MP41	0.15592	0.50606
XPA	MP46	-0.010873	0.97756
XPA	OMM1	0.14616	0.60143
XPA	OMM23	-0.079473	0.92963
XPA	OMM25	0.15571	0.59202
XPC	921	0.083596	0.96719
XPC	Mel202	0.16879	0.57984
XPC	Mel270	0.14094	0.65579
XPC	Mel285	0.098332	0.90119
XPC	MP38	0.11823	0.68048
XPC	MP41	0.16218	0.47588
XPC	MP46	0.023374	0.97128
XPC	OMM1	0.12432	0.69106
XPC	OMM23	0.27668	0.076923
XPC	OMM25	0.24492	0.23592
XPNPEP1	921	-0.040977	0.94671
XPNPEP1	Mel202	0.43666	0.015408
XPNPEP1	Mel270	0.17727	0.52242
XPNPEP1	Mel285	0.29033	0.35691
XPNPEP1	MP38	0.12647	0.64453
XPNPEP1	MP41	0.18684	0.37208
XPNPEP1	MP46	0.11004	0.74424
XPNPEP1	OMM1	0.093789	0.80641
XPNPEP1	OMM23	0.10001	0.77716
XPNPEP1	OMM25	0.044531	0.91969
XPNPEP2	921	0.65351	0.060258
XPNPEP2	Mel202	0.35544	0.049663
XPNPEP2	Mel270	0.18821	0.48764
XPNPEP2	Mel285	0.19624	0.65989
XPNPEP2	MP38	0.16769	0.42732
XPNPEP2	MP41	0.27969	0.075472
XPNPEP2	MP46	0.10615	0.76347
XPNPEP2	OMM1	0.27752	0.10495
XPNPEP2	OMM23	0.18781	0.37377
XPNPEP2	OMM25	0.28989	0.11455
XPNPEP3	921	-0.047845	0.9378
XPNPEP3	Mel202	-0.14009	0.86154
XPNPEP3	Mel270	0.046278	0.89886
XPNPEP3	Mel285	0.08626	0.91822
XPNPEP3	MP38	0.015192	0.96915
XPNPEP3	MP41	-0.20296	0.62382
XPNPEP3	MP46	-0.13437	0.69424
XPNPEP3	OMM1	-0.092665	0.92329
XPNPEP3	OMM23	-0.053468	0.96673
XPNPEP3	OMM25	-0.024971	0.99174
XPO1	921	-0.95104	0.035836
XPO1	Mel202	-1.2321	0.008881
XPO1	Mel270	-1.2102	0.004386
XPO1	Mel285	-0.61118	0.018367
XPO1	MP38	-0.89376	0.003268
XPO1	MP41	-0.86874	0
XPO1	MP46	-0.29258	0.15094
XPO1	OMM1	-1.6593	0
XPO1	OMM23	-1.3944	0.0047393
XPO1	OMM25	-1.5549	0
XPO4	921	0.15544	0.89301
XPO4	Mel202	0.13931	0.67891
XPO4	Mel270	-0.48978	0.26588
XPO4	Mel285	0.056987	0.96199
XPO4	MP38	-0.089531	0.87919
XPO4	MP41	-0.14035	0.76792
XPO4	MP46	-0.052073	0.91296
XPO4	OMM1	-0.073631	0.94507
XPO4	OMM23	0.014462	0.97829
XPO4	OMM25	-0.23176	0.70178
XPO5	921	-0.15894	0.83125
XPO5	Mel202	-0.16334	0.82951
XPO5	Mel270	-0.053833	0.95337
XPO5	Mel285	0.075305	0.93231
XPO5	MP38	-0.02881	0.97212
XPO5	MP41	0.052948	0.87524
XPO5	MP46	-0.10437	0.78704
XPO5	OMM1	-0.072804	0.94549
XPO5	OMM23	-0.027432	0.98534
XPO5	OMM25	-0.17849	0.7907
XPO6	921	-0.24846	0.72257
XPO6	Mel202	0.083386	0.8291
XPO6	Mel270	-0.23866	0.6694
XPO6	Mel285	-0.040037	0.92352
XPO6	MP38	-0.071252	0.9109
XPO6	MP41	0.030404	0.92922
XPO6	MP46	0.024618	0.96984
XPO6	OMM1	-0.15886	0.83227
XPO6	OMM23	-0.079133	0.93022
XPO6	OMM25	-0.21038	0.7345
XPO7	921	0.18262	0.86538
XPO7	Mel202	-0.052106	0.97879
XPO7	Mel270	-0.0029075	0.98466
XPO7	Mel285	0.23664	0.5305
XPO7	MP38	-0.039718	0.95485
XPO7	MP41	0.1468	0.53739
XPO7	MP46	-0.064188	0.88924
XPO7	OMM1	0.072718	0.862
XPO7	OMM23	0.18215	0.39532
XPO7	OMM25	0.17054	0.53068
XPOT	921	-0.29393	0.65672
XPOT	Mel202	-0.2035	0.76269
XPOT	Mel270	-0.50044	0.24941
XPOT	Mel285	-0.38971	0.22692
XPOT	MP38	-0.24567	0.52557
XPOT	MP41	-0.27754	0.48398
XPOT	MP46	-0.077841	0.85457
XPOT	OMM1	-0.34232	0.50856
XPOT	OMM23	-0.16485	0.79863
XPOT	OMM25	-0.28589	0.60751
XPR1	921	-0.12993	0.86006
XPR1	Mel202	0.063973	0.86949
XPR1	Mel270	-0.20223	0.7326
XPR1	Mel285	0.10625	0.88352
XPR1	MP38	-0.13916	0.78201
XPR1	MP41	-0.02236	0.9882
XPR1	MP46	0.096965	0.79837
XPR1	OMM1	-0.11199	0.89491
XPR1	OMM23	-9.6721e-4	0.98975
XPR1	OMM25	-0.15175	0.83082
XRCC1	921	0.095603	0.9559
XRCC1	Mel202	-0.1405	0.86047
XRCC1	Mel270	0.0048539	0.97256
XRCC1	Mel285	0.043117	0.97895
XRCC1	MP38	0.027356	0.9458
XRCC1	MP41	-0.059359	0.93304
XRCC1	MP46	0.085233	0.84202
XRCC1	OMM1	-0.057745	0.96279
XRCC1	OMM23	-0.072005	0.94061
XRCC1	OMM25	-0.17476	0.79684
XRCC2	921	-0.50568	0.36146
XRCC2	Mel202	-0.18492	0.7963
XRCC2	Mel270	-0.13608	0.84196
XRCC2	Mel285	-0.22378	0.54684
XRCC2	MP38	0.05377	0.89784
XRCC2	MP41	-0.17133	0.70121
XRCC2	MP46	-0.11168	0.76459
XRCC2	OMM1	0.030451	0.94549
XRCC2	OMM23	0.03786	0.94085
XRCC2	OMM25	-0.037217	0.97976
XRCC3	921	-0.34118	0.59217
XRCC3	Mel202	-0.14605	0.85006
XRCC3	Mel270	-0.21841	0.70795
XRCC3	Mel285	-0.2447	0.50694
XRCC3	MP38	-0.020674	0.98558
XRCC3	MP41	-0.25695	0.52393
XRCC3	MP46	0.03329	0.95932
XRCC3	OMM1	-0.091349	0.92543
XRCC3	OMM23	0.048708	0.92079
XRCC3	OMM25	0.0029574	0.97917
XRCC4	921	-0.3968	0.51289
XRCC4	Mel202	-0.15991	0.83246
XRCC4	Mel270	-0.2433	0.66382
XRCC4	Mel285	-0.049933	0.91227
XRCC4	MP38	-0.084475	0.88753
XRCC4	MP41	-0.045486	0.95373
XRCC4	MP46	-0.10292	0.7917
XRCC4	OMM1	-0.30474	0.577
XRCC4	OMM23	-0.024892	0.98733
XRCC4	OMM25	-0.19375	0.76551
XRCC5	921	-0.91878	0.051643
XRCC5	Mel202	-0.97876	0.029115
XRCC5	Mel270	-0.74762	0.062326
XRCC5	Mel285	-0.39773	0.21364
XRCC5	MP38	-0.34605	0.29786
XRCC5	MP41	-0.45728	0.17331
XRCC5	MP46	-0.18242	0.51229
XRCC5	OMM1	-1.1027	0.0049505
XRCC5	OMM23	-1.1763	0.0079681
XRCC5	OMM25	-1.0535	0.0032949
XRCC6	921	-1.7471	0
XRCC6	Mel202	-1.5244	0.0050761
XRCC6	Mel270	-1.3824	0.0028249
XRCC6	Mel285	-0.65651	0.0093023
XRCC6	MP38	-0.65132	0.023211
XRCC6	MP41	-0.99054	0
XRCC6	MP46	-0.22263	0.36117
XRCC6	OMM1	-1.383	0
XRCC6	OMM23	-1.3747	0.0047393
XRCC6	OMM25	-1.3748	0
ATP23	921	-0.31834	0.6729
ATP23	Mel202	0.075908	0.86905
ATP23	Mel270	-0.34113	0.55453
ATP23	Mel285	-0.16227	0.73568
ATP23	MP38	-0.033505	0.9672
ATP23	MP41	-0.06195	0.93254
ATP23	MP46	-0.0026468	0.98989
ATP23	OMM1	-0.1122	0.90079
ATP23	OMM23	-0.040687	0.97717
ATP23	OMM25	-0.15998	0.83476
XRN1	921	-0.26312	0.70204
XRN1	Mel202	-0.26834	0.67399
XRN1	Mel270	-0.27141	0.61151
XRN1	Mel285	-0.59063	0.033708
XRN1	MP38	-0.69779	0.018779
XRN1	MP41	-0.28153	0.47573
XRN1	MP46	-0.15012	0.63309
XRN1	OMM1	-0.18067	0.79998
XRN1	OMM23	-0.35078	0.47759
XRN1	OMM25	-0.36867	0.46069
XRN2	921	-0.22006	0.75465
XRN2	Mel202	-1.1752	0.013072
XRN2	Mel270	-0.2871	0.5846
XRN2	Mel285	-0.52505	0.074438
XRN2	MP38	-0.15358	0.74655
XRN2	MP41	-0.18631	0.66823
XRN2	MP46	-0.06405	0.88924
XRN2	OMM1	-0.58752	0.15718
XRN2	OMM23	-0.40109	0.4002
XRN2	OMM25	-0.74787	0.06929
XRRA1	921	0.10337	0.95025
XRRA1	Mel202	0.044495	0.90527
XRRA1	Mel270	0.01346	0.96009
XRRA1	Mel285	-0.031179	0.93231
XRRA1	MP38	0.03477	0.93246
XRRA1	MP41	-0.13107	0.78832
XRRA1	MP46	-0.012427	0.97544
XRRA1	OMM1	-0.075849	0.94201
XRRA1	OMM23	-0.029142	0.98439
XRRA1	OMM25	-0.042175	0.97397
XXYLT1	921	0.11087	0.94239
XXYLT1	Mel202	-0.021239	0.99689
XXYLT1	Mel270	0.16904	0.55593
XXYLT1	Mel285	-0.13288	0.76031
XXYLT1	MP38	0.023424	0.95347
XXYLT1	MP41	0.15103	0.52268
XXYLT1	MP46	0.046261	0.93673
XXYLT1	OMM1	0.039266	0.9308
XXYLT1	OMM23	0.014484	0.97829
XXYLT1	OMM25	0.07125	0.86356
XYLB	921	0.3328	0.60736
XYLB	Mel202	0.035699	0.92108
XYLB	Mel270	-0.015525	0.99782
XYLB	Mel285	0.13703	0.80905
XYLB	MP38	0.013567	0.97176
XYLB	MP41	0.013447	0.95761
XYLB	MP46	0.012467	0.98627
XYLB	OMM1	-0.027206	0.99084
XYLB	OMM23	0.048292	0.92131
XYLB	OMM25	0.025628	0.95062
XYLT1	921	-0.093293	0.89437
XYLT1	Mel202	0.30028	0.14363
XYLT1	Mel270	0.15774	0.59292
XYLT1	Mel285	-0.064702	0.88595
XYLT1	MP38	0.15715	0.47578
XYLT1	MP41	0.009316	0.96364
XYLT1	MP46	0.042324	0.94557
XYLT1	OMM1	0.056789	0.89958
XYLT1	OMM23	0.17149	0.44652
XYLT1	OMM25	0.046841	0.91556
XYLT2	921	0.30026	0.67241
XYLT2	Mel202	0.095795	0.7963
XYLT2	Mel270	-0.030351	0.98594
XYLT2	Mel285	-0.022023	0.94517
XYLT2	MP38	-0.027365	0.97499
XYLT2	MP41	-0.052068	0.94404
XYLT2	MP46	-0.078085	0.85446
XYLT2	OMM1	0.056603	0.89964
XYLT2	OMM23	0.012735	0.97829
XYLT2	OMM25	-0.043541	0.97264
YAE1	921	-0.47875	0.27083
YAE1	Mel202	-0.72448	0.043946
YAE1	Mel270	-0.8053	0.0075901
YAE1	Mel285	-0.40905	0.080214
YAE1	MP38	-0.51498	0.020704
YAE1	MP41	-0.49506	0.05156
YAE1	MP46	-0.19368	0.30672
YAE1	OMM1	-1.1467	0
YAE1	OMM23	-0.81956	0.0097847
YAE1	OMM25	-1.1466	0
YAF2	921	0.15412	0.78307
YAF2	Mel202	0.14996	0.2725
YAF2	Mel270	0.0022992	0.92444
YAF2	Mel285	0.075528	0.86685
YAF2	MP38	0.043977	0.81743
YAF2	MP41	0.041526	0.77819
YAF2	MP46	0.023877	0.95025
YAF2	OMM1	0.042179	0.80913
YAF2	OMM23	-0.028924	0.99573
YAF2	OMM25	0.04358	0.80337
YAP1	921	-1.2073	0.0056497
YAP1	Mel202	-0.23695	0.69465
YAP1	Mel270	-0.65857	0.059273
YAP1	Mel285	-0.50302	0.052381
YAP1	MP38	-0.12586	0.78925
YAP1	MP41	-0.30474	0.37163
YAP1	MP46	-0.062767	0.87942
YAP1	OMM1	0.014251	0.96216
YAP1	OMM23	0.059293	0.87272
YAP1	OMM25	0.069852	0.84054
YARS1	921	-1.8657	0
YARS1	Mel202	-1.9649	0
YARS1	Mel270	-1.6586	0
YARS1	Mel285	-1.0812	0
YARS1	MP38	-0.65516	0.023211
YARS1	MP41	-1.6372	0
YARS1	MP46	-0.59398	0
YARS1	OMM1	-1.9363	0
YARS1	OMM23	-1.7957	0
YARS1	OMM25	-1.975	0
YARS2	921	-0.12441	0.86727
YARS2	Mel202	-1.0097	0.026682
YARS2	Mel270	-0.084596	0.90744
YARS2	Mel285	-0.22845	0.5383
YARS2	MP38	-0.31798	0.3513
YARS2	MP41	-0.60985	0.057915
YARS2	MP46	-0.1792	0.52724
YARS2	OMM1	-0.58669	0.15718
YARS2	OMM23	-0.58643	0.1702
YARS2	OMM25	-0.46739000000000003	0.31077
YBEY	921	0.1492	0.89935
YBEY	Mel202	0.19791	0.47266
YBEY	Mel270	0.27882	0.16119
YBEY	Mel285	0.22284	0.57384
YBEY	MP38	0.13068	0.62225
YBEY	MP41	0.081602	0.78653
YBEY	MP46	0.10377	0.77655
YBEY	OMM1	0.079642	0.8444
YBEY	OMM23	0.10427	0.76086
YBEY	OMM25	0.23575	0.27358
YBX1	921	-1.4111	0.14298
YBX1	Mel202	-1.6627	0.046968
YBX1	Mel270	-1.3494	0.071048
YBX1	Mel285	-0.95165	0.092233
YBX1	MP38	-0.85241	0.14286
YBX1	MP41	-1.3975	0.016097
YBX1	MP46	-0.53934	0.14706
YBX1	OMM1	-1.1957	0.13416
YBX1	OMM23	-0.98189	0.25402
YBX1	OMM25	-1.1041	0.17321
YBX2	921	0.032327	0.99944
YBX2	Mel202	-0.02736	0.99944
YBX2	Mel270	0.12727	0.70387
YBX2	Mel285	0.076336	0.93
YBX2	MP38	-0.057927	0.92866
YBX2	MP41	-0.03115	0.97497
YBX2	MP46	0.032205	0.96007
YBX2	OMM1	0.08457	0.83225
YBX2	OMM23	0.037902	0.94083
YBX2	OMM25	0.088718	0.82258
YBX3	921	0.13137	0.90532
YBX3	Mel202	-0.0226	0.99403
YBX3	Mel270	-0.075608	0.91749
YBX3	Mel285	0.0052629	0.98176
YBX3	MP38	-0.0053351	0.99488
YBX3	MP41	-0.010858	0.99265
YBX3	MP46	-0.0071056	0.98279
YBX3	OMM1	0.0079794	0.96846
YBX3	OMM23	0.0091108	0.97829
YBX3	OMM25	-0.10913	0.88572
YDJC	921	0.28878	0.69249
YDJC	Mel202	0.055644	0.8888
YDJC	Mel270	-0.16785	0.7937
YDJC	Mel285	0.22408	0.56892
YDJC	MP38	0.098004	0.76153
YDJC	MP41	-0.052181	0.94397
YDJC	MP46	0.039186	0.95058
YDJC	OMM1	0.21348	0.29357
YDJC	OMM23	0.046321	0.92452
YDJC	OMM25	0.091052	0.81605
YEATS2	921	-0.117	0.8733
YEATS2	Mel202	-0.2321	0.72393
YEATS2	Mel270	-0.25989	0.63129
YEATS2	Mel285	-0.30357	0.38707
YEATS2	MP38	-0.2926	0.41169
YEATS2	MP41	-0.050364	0.94578
YEATS2	MP46	-0.03141	0.95078
YEATS2	OMM1	-0.20504	0.75618
YEATS2	OMM23	-0.10798	0.88931
YEATS2	OMM25	-0.32828	0.52899
YEATS4	921	-0.81479	0.098751
YEATS4	Mel202	-1.0142	0.02497
YEATS4	Mel270	-1.1151	0.0059172
YEATS4	Mel285	-0.11548	0.78923
YEATS4	MP38	0.091242	0.78668
YEATS4	MP41	-0.31796	0.40446
YEATS4	MP46	-0.027302	0.95906
YEATS4	OMM1	-0.68773	0.091197
YEATS4	OMM23	-0.52248000000000006	0.23335
YEATS4	OMM25	-0.95427	0.007278
YES1	921	-0.0067875	0.97155
YES1	Mel202	0.016264	0.95314
YES1	Mel270	0.029404	0.92975
YES1	Mel285	0.19305	0.66852
YES1	MP38	0.082278	0.81843
YES1	MP41	0.054953	0.86899
YES1	MP46	-0.13416	0.69424
YES1	OMM1	0.065987	0.88272
YES1	OMM23	-0.010606	0.99748
YES1	OMM25	0.061765	0.88456
YIF1A	921	-0.37383	0.54567
YIF1A	Mel202	-0.023068	0.99736
YIF1A	Mel270	-0.09053	0.89886
YIF1A	Mel285	-0.12121	0.78432
YIF1A	MP38	-0.008523	0.99877
YIF1A	MP41	-0.10657	0.84567
YIF1A	MP46	0.038279	0.95078
YIF1A	OMM1	-0.028883	0.98941
YIF1A	OMM23	-0.37632	0.43919
YIF1A	OMM25	0.026873	0.94972
YIF1B	921	0.040071	0.99809
YIF1B	Mel202	0.10747	0.76224
YIF1B	Mel270	0.10728	0.76728
YIF1B	Mel285	0.0083462	0.98711
YIF1B	MP38	0.13828	0.58706
YIF1B	MP41	0.0072022	0.96568
YIF1B	MP46	0.0096776	0.99029
YIF1B	OMM1	0.16138	0.53034
YIF1B	OMM23	0.1318	0.63989
YIF1B	OMM25	0.050544	0.90815
YIPF1	921	-0.031141	0.95346
YIPF1	Mel202	0.29827	0.14742
YIPF1	Mel270	0.164	0.57331
YIPF1	Mel285	0.084324	0.92102
YIPF1	MP38	0.046965	0.91259
YIPF1	MP41	0.0068856	0.96681
YIPF1	MP46	0.11515	0.72283
YIPF1	OMM1	0.12874	0.67342
YIPF1	OMM23	0.042062	0.93104
YIPF1	OMM25	0.097096	0.80335
YIPF2	921	-0.33503	0.59964
YIPF2	Mel202	-0.0026409	0.97879
YIPF2	Mel270	-0.020733	0.99358
YIPF2	Mel285	-0.031971	0.93231
YIPF2	MP38	-0.14469	0.76417
YIPF2	MP41	-0.12863	0.79642
YIPF2	MP46	-0.018447	0.96807
YIPF2	OMM1	-0.29214	0.60089
YIPF2	OMM23	0.056405	0.90137
YIPF2	OMM25	-0.13384	0.85469
YIPF3	921	-0.47094	0.41434
YIPF3	Mel202	-0.39797	0.4715
YIPF3	Mel270	-0.24409	0.66116
YIPF3	Mel285	-0.22458	0.54486
YIPF3	MP38	-0.33396	0.32329
YIPF3	MP41	-0.13821	0.77133
YIPF3	MP46	-0.10473	0.78625
YIPF3	OMM1	-0.22946	0.71116
YIPF3	OMM23	-0.32417	0.52552
YIPF3	OMM25	-0.28426	0.6119
YIPF4	921	-0.048655	0.93677
YIPF4	Mel202	0.1334	0.69655
YIPF4	Mel270	0.13247	0.68636
YIPF4	Mel285	0.10536	0.88567
YIPF4	MP38	0.036462	0.93004
YIPF4	MP41	0.16382	0.46836
YIPF4	MP46	-0.044196	0.93054
YIPF4	OMM1	0.15651	0.55768
YIPF4	OMM23	-0.05646	0.96388
YIPF4	OMM25	-0.081193	0.93395
YIPF5	921	-0.47076	0.4146
YIPF5	Mel202	-1.1532	0.015408
YIPF5	Mel270	-0.25891	0.63361
YIPF5	Mel285	-0.085544	0.84865
YIPF5	MP38	0.0018816	0.99051
YIPF5	MP41	0.045973	0.89252
YIPF5	MP46	0.022799	0.97174
YIPF5	OMM1	-0.022872	0.99341
YIPF5	OMM23	-0.059822	0.96083
YIPF5	OMM25	0.10163	0.78931
YIPF6	921	0.22721	0.79864
YIPF6	Mel202	0.18484	0.51989
YIPF6	Mel270	0.21957	0.36647
YIPF6	Mel285	0.11946	0.85625
YIPF6	MP38	0.04293	0.9221
YIPF6	MP41	0.27543	0.080366
YIPF6	MP46	0.23899	0.13054
YIPF6	OMM1	0.21793	0.27217
YIPF6	OMM23	0.1305	0.64518
YIPF6	OMM25	0.28218	0.1345
YIPF7	921	0.25305	0.757
YIPF7	Mel202	0.10915	0.76054
YIPF7	Mel270	0.17561	0.52803
YIPF7	Mel285	0.044745	0.97668
YIPF7	MP38	0.056278	0.89072
YIPF7	MP41	0.043989	0.89802
YIPF7	MP46	-0.032919	0.95025
YIPF7	OMM1	0.051668	0.90822
YIPF7	OMM23	0.14107	0.59592
YIPF7	OMM25	0.044088	0.9213
YJEFN3	921	-0.19539	0.78514
YJEFN3	Mel202	-0.29308	0.64002
YJEFN3	Mel270	-0.12593	0.85283
YJEFN3	Mel285	-0.02586	0.93979
YJEFN3	MP38	-0.14202	0.77422
YJEFN3	MP41	-0.23254	0.56654
YJEFN3	MP46	-0.022359	0.96226
YJEFN3	OMM1	-0.28999	0.60256
YJEFN3	OMM23	0.10646	0.74908
YJEFN3	OMM25	-0.40601	0.40347
YKT6	921	-1.2987	0
YKT6	Mel202	-1.0743	0.020806
YKT6	Mel270	-0.91451	0.025099
YKT6	Mel285	-0.7903	0
YKT6	MP38	-0.43849	0.14882
YKT6	MP41	-0.57756	0.067189
YKT6	MP46	-0.056686	0.9027
YKT6	OMM1	-1.3512	0
YKT6	OMM23	-1.4582	0.0029762
YKT6	OMM25	-1.5789	0
YLPM1	921	-0.18355	0.80104
YLPM1	Mel202	0.13022	0.70346
YLPM1	Mel270	-0.14392	0.82979
YLPM1	Mel285	-0.023389	0.94368
YLPM1	MP38	-0.23571	0.5516
YLPM1	MP41	-0.082776	0.8905
YLPM1	MP46	-0.011693	0.97694
YLPM1	OMM1	-0.027774	0.99035
YLPM1	OMM23	-0.13616	0.84903
YLPM1	OMM25	0.0056961	0.97479
YME1L1	921	0.11122	0.94212
YME1L1	Mel202	-0.31774	0.59664
YME1L1	Mel270	-0.009372	0.99042
YME1L1	Mel285	-0.084883	0.85025
